CASP    Decoy               GDT.TS  TMscore.C
CASP12  T0885TS048_1        69.74   0.81
CASP12  T0885TS479_2        69.30   0.77
CASP12  T0885TS421_3        68.86   0.73
CASP12  T0885TS430_3        68.42   0.77
CASP12  T0885TS345_1        68.42   0.75
CASP12  T0885TS479_1        68.20   0.77
CASP12  T0885TS220_5        67.76   0.78
CASP12  T0885TS444_5        67.54   0.73
CASP12  T0885TS444_2        67.33   0.75
CASP12  T0885TS220_3        67.11   0.75
CASP12  T0885TS251_2        67.11   0.74
CASP12  T0885TS430_4        66.67   0.75
CASP12  T0885TS313_4        66.23   0.74
CASP12  T0885TS313_1        66.23   0.74
CASP12  T0885TS220_4        66.23   0.75
CASP12  T0885TS432_3        65.79   0.71
CASP12  T0885TS313_2        65.79   0.74
CASP12  T0885TS026_4        65.57   0.73
CASP12  T0885TS119_1        65.57   0.74
CASP12  T0885TS380_4        65.57   0.73
CASP12  T0885TS349_1        65.57   0.74
CASP12  T0885TS313_3        65.57   0.74
CASP12  T0885TS313_5        65.57   0.74
CASP12  T0885TS405_4        65.13   0.73
CASP12  T0885TS432_2        65.13   0.70
CASP12  T0885TS251_1        64.91   0.71
CASP12  T0885TS382_1        64.47   0.77
CASP12  T0885TS382_5        64.25   0.77
CASP12  T0885TS382_3        64.03   0.76
CASP12  T0885TS382_4        64.03   0.77
CASP12  T0885TS432_1        64.03   0.69
CASP12  T0885TS258_2        64.03   0.71
CASP12  T0885TS258_4        63.60   0.70
CASP12  T0885TS382_2        62.94   0.75
CASP12  T0885TS479_3        62.72   0.69
CASP12  T0885TS405_5        61.84   0.72
CASP12  T0885TS183_2        61.40   0.69
CASP12  T0885TS258_1        61.18   0.70
CASP12  T0885TS236_5        60.97   0.71
CASP12  T0885TS444_4        60.97   0.73
CASP12  T0885TS236_2        60.31   0.72
CASP12  T0885TS495_2        59.87   0.68
CASP12  T0885TS250_1        59.87   0.68
CASP12  T0885TS495_5        59.87   0.68
CASP12  T0885TS495_4        59.87   0.68
CASP12  T0885TS495_3        59.87   0.68
CASP12  T0885TS432_4        59.87   0.68
CASP12  T0885TS495_1        59.87   0.68
CASP12  T0885TS287_4        59.65   0.72
CASP12  T0885TS275_3        59.43   0.68
CASP12  T0885TS287_5        59.43   0.71
CASP12  T0885TS251_3        59.43   0.70
CASP12  T0885TS451_5        59.43   0.63
CASP12  T0885TS275_1        59.43   0.69
CASP12  T0885TS287_1        59.21   0.70
CASP12  T0885TS250_5        59.21   0.67
CASP12  T0885TS287_3        59.21   0.71
CASP12  T0885TS250_2        59.21   0.67
CASP12  T0885TS250_3        58.99   0.68
CASP12  T0885TS250_4        58.99   0.68
CASP12  T0885TS077_3        58.99   0.71
CASP12  T0885TS425_3        58.77   0.70
CASP12  T0885TS345_4        58.77   0.65
CASP12  T0885TS425_4        58.77   0.70
CASP12  T0885TS236_1        58.33   0.71
CASP12  T0885TS220_1        58.33   0.69
CASP12  T0885TS275_2        58.33   0.66
CASP12  T0885TS236_3        58.33   0.70
CASP12  T0885TS357_5        58.11   0.66
CASP12  T0885TS425_2        58.11   0.70
CASP12  T0885TS077_1        58.11   0.71
CASP12  T0885TS251_4        57.90   0.66
CASP12  T0885TS467_3        57.90   0.68
CASP12  T0885TS425_5        57.90   0.70
CASP12  T0885TS451_3        57.67   0.64
CASP12  T0885TS275_4        57.67   0.66
CASP12  T0885TS430_5        57.67   0.69
CASP12  T0885TS451_2        57.46   0.65
CASP12  T0885TS077_5        57.24   0.70
CASP12  T0885TS077_2        57.02   0.69
CASP12  T0885TS425_1        57.02   0.70
CASP12  T0885TS451_4        57.02   0.63
CASP12  T0885TS287_2        57.02   0.71
CASP12  T0885TS479_5        56.80   0.61
CASP12  T0885TS357_1        56.80   0.64
CASP12  T0885TS251_5        56.58   0.65
CASP12  T0885TS430_2        56.36   0.68
CASP12  T0885TS077_4        56.14   0.69
CASP12  T0885TS183_5        56.14   0.60
CASP12  T0885TS432_5        56.14   0.63
CASP12  T0885TS220_2        55.92   0.67
CASP12  T0885TS183_4        55.92   0.64
CASP12  T0885TS026_1        55.92   0.64
CASP12  T0885TS380_1        55.92   0.64
CASP12  T0885TS380_5        55.26   0.67
CASP12  T0885TS026_5        55.26   0.67
CASP12  T0885TS467_2        55.04   0.67
CASP12  T0885TS421_5        54.83   0.64
CASP12  T0885TS284_2        54.60   0.56
CASP12  T0885TS236_4        54.39   0.71
CASP12  T0885TS452_4        53.95   0.62
CASP12  T0885TS467_5        53.51   0.61
CASP12  T0885TS380_3        53.07   0.65
CASP12  T0885TS026_3        53.07   0.65
CASP12  T0885TS357_2        53.07   0.62
CASP12  T0885TS452_1        52.63   0.61
CASP12  T0885TS451_1        52.63   0.58
CASP12  T0885TS421_1        52.41   0.68
CASP12  T0885TS359_2        52.41   0.61
CASP12  T0885TS258_3        51.97   0.65
CASP12  T0885TS284_3        51.75   0.52
CASP12  T0885TS284_5        51.75   0.59
CASP12  T0885TS380_2        51.75   0.61
CASP12  T0885TS026_2        51.75   0.61
CASP12  T0885TS275_5        50.66   0.59
CASP12  T0885TS258_5        50.66   0.63
CASP12  T0885TS357_4        50.44   0.62
CASP12  T0885TS016_1        50.44   0.61
CASP12  T0885TS359_5        50.22   0.59
CASP12  T0885TS464_4        50.22   0.59
CASP12  T0885TS357_3        50.22   0.59
CASP12  T0885TS479_4        50.00   0.61
CASP12  T0885TS464_1        50.00   0.59
CASP12  T0885TS464_3        49.34   0.59
CASP12  T0885TS180_4        49.12   0.57
CASP12  T0885TS183_3        48.90   0.61
CASP12  T0885TS444_1        48.47   0.62
CASP12  T0885TS166_1        47.37   0.54
CASP12  T0885TS284_1        46.71   0.51
CASP12  T0885TS180_2        46.27   0.54
CASP12  T0885TS180_3        45.83   0.55
CASP12  T0885TS407_2        45.40   0.53
CASP12  T0885TS180_1        45.17   0.50
CASP12  T0885TS407_4        45.17   0.52
CASP12  T0885TS407_5        44.30   0.52
CASP12  T0885TS407_3        44.08   0.51
CASP12  T0885TS359_4        42.98   0.55
CASP12  T0885TS444_3        42.98   0.58
CASP12  T0885TS407_1        42.76   0.52
CASP12  T0885TS467_4        41.89   0.51
CASP12  T0885TS321_4        39.69   0.52
CASP12  T0885TS434_1        38.82   0.47
CASP12  T0885TS452_2        38.82   0.54
CASP12  T0885TS359_1        37.06   0.53
CASP12  T0885TS345_2        35.31   0.43
CASP12  T0885TS359_3        34.21   0.52
CASP12  T0885TS345_3        33.77   0.40
CASP12  T0885TS434_2        32.67   0.44
CASP12  T0885TS180_5        32.46   0.42
CASP12  T0885TS452_5        32.46   0.41
CASP12  T0885TS321_1        32.02   0.41
CASP12  T0885TS434_3        30.26   0.40
CASP12  T0885TS434_4        29.82   0.33
CASP12  T0885TS434_5        29.82   0.39
CASP12  T0885TS464_5        29.39   0.31
CASP12  T0885TS446_3        28.07   0.37
CASP12  T0885TS467_1        27.63   0.35
CASP12  T0885TS446_2        27.19   0.41
CASP12  T0885TS452_3        26.75   0.33
CASP12  T0885TS321_2        26.75   0.38
CASP12  T0885TS321_3        26.32   0.32
CASP12  T0885TS446_1        25.88   0.38
CASP12  T0885TS028_4        24.12   0.31
CASP12  T0885TS321_5        24.12   0.30
CASP12  T0885TS446_5        23.90   0.30
CASP12  T0885TS446_4        23.68   0.37
CASP12  T0885TS455_1        23.25   0.26
CASP12  T0885TS028_1        22.37   0.33
CASP12  T0885TS455_4        22.37   0.31
CASP12  T0885TS028_2        22.15   0.33
CASP12  T0885TS028_3        21.71   0.33
CASP12  T0885TS028_5        21.05   0.30
CASP12  T0885TS464_2        19.52   0.23
CASP12  T0885TS455_5        14.91   0.23
CASP12  T0885TS455_3        14.69   0.27
CASP12  T0885TS421_4        14.47   0.35
CASP12  T0885TS455_2        14.25   0.21
CASP12  T0885TS421_2        11.40   0.14
CASP12  T0886TS247_1        35.48   0.45
CASP12  T0886TS247_2        35.48   0.43
CASP12  T0886TS247_3        34.93   0.45
CASP12  T0886TS247_5        34.93   0.44
CASP12  T0886TS247_4        33.52   0.46
CASP12  T0886TS011_1        31.11   0.42
CASP12  T0886TS064_1_1      30.46   0.40
CASP12  T0886TS173_5_1      30.02   0.38
CASP12  T0886TS252_3        29.80   0.38
CASP12  T0886TS239_2        29.37   0.38
CASP12  T0886TS411_1        29.37   0.39
CASP12  T0886TS456_3        29.26   0.38
CASP12  T0886TS411_2        29.26   0.39
CASP12  T0886TS011_2        28.93   0.38
CASP12  T0886TS456_1        28.93   0.38
CASP12  T0886TS173_1_1      28.82   0.37
CASP12  T0886TS441_4_1      28.82   0.37
CASP12  T0886TS252_1        28.71   0.44
CASP12  T0886TS173_4_1      28.60   0.37
CASP12  T0886TS456_2        28.60   0.38
CASP12  T0886TS411_5        28.60   0.38
CASP12  T0886TS411_4        28.60   0.37
CASP12  T0886TS239_5        28.60   0.38
CASP12  T0886TS017_3        28.38   0.36
CASP12  T0886TS017_1        28.27   0.36
CASP12  T0886TS017_4        28.27   0.36
CASP12  T0886TS441_3_1      28.27   0.38
CASP12  T0886TS486_5        28.27   0.37
CASP12  T0886TS017_5        28.17   0.35
CASP12  T0886TS017_2        28.17   0.36
CASP12  T0886TS325_1_1      28.06   0.37
CASP12  T0886TS325_2_1      27.95   0.36
CASP12  T0886TS393_2        27.95   0.36
CASP12  T0886TS004_1        27.84   0.36
CASP12  T0886TS252_4        27.73   0.34
CASP12  T0886TS239_3        27.73   0.36
CASP12  T0886TS441_2_1      27.73   0.35
CASP12  T0886TS073_4        27.62   0.36
CASP12  T0886TS456_4        27.62   0.39
CASP12  T0886TS239_1        27.62   0.36
CASP12  T0886TS450_1        27.62   0.34
CASP12  T0886TS303_2        27.51   0.36
CASP12  T0886TS173_2_1      27.40   0.35
CASP12  T0886TS441_1_1      27.40   0.35
CASP12  T0886TS384_3        27.29   0.36
CASP12  T0886TS324_1        27.29   0.36
CASP12  T0886TS439_1        27.18   0.36
CASP12  T0886TS042_1        27.18   0.35
CASP12  T0886TS396_1        27.07   0.35
CASP12  T0886TS252_2        27.07   0.35
CASP12  T0886TS479_1        26.96   0.35
CASP12  T0886TS498_4        26.96   0.35
CASP12  T0886TS173_3_1      26.96   0.38
CASP12  T0886TS203_1        26.96   0.35
CASP12  T0886TS320_1        26.96   0.35
CASP12  T0886TS420_2        26.96   0.35
CASP12  T0886TS114_1        26.96   0.35
CASP12  T0886TS417_1        26.96   0.35
CASP12  T0886TS067_2        26.96   0.35
CASP12  T0886TS363_3        26.96   0.35
CASP12  T0886TS456_5        26.64   0.41
CASP12  T0886TS011_3        26.53   0.36
CASP12  T0886TS325_5_1      26.42   0.35
CASP12  T0886TS179_1        26.42   0.35
CASP12  T0886TS325_4_1      26.31   0.35
CASP12  T0886TS203_2        26.31   0.36
CASP12  T0886TS232_4        26.31   0.36
CASP12  T0886TS005_2        26.31   0.36
CASP12  T0886TS042_3        26.20   0.36
CASP12  T0886TS004_3        26.09   0.39
CASP12  T0886TS441_5_1      25.44   0.35
CASP12  T0886TS303_3        24.78   0.37
CASP12  T0886TS450_5        24.67   0.32
CASP12  T0886TS005_5        24.45   0.32
CASP12  T0886TS450_4        24.24   0.32
CASP12  T0886TS393_3        23.91   0.36
CASP12  T0886TS384_2        23.91   0.36
CASP12  T0886TS480_4        23.80   0.36
CASP12  T0886TS498_2        23.80   0.37
CASP12  T0886TS183_4        23.80   0.37
CASP12  T0886TS067_3        23.80   0.37
CASP12  T0886TS324_5        23.80   0.37
CASP12  T0886TS114_5        23.80   0.37
CASP12  T0886TS396_3        23.58   0.37
CASP12  T0886TS450_3        23.58   0.28
CASP12  T0886TS252_5        23.58   0.32
CASP12  T0886TS303_1        23.36   0.37
CASP12  T0886TS479_3        23.25   0.37
CASP12  T0886TS203_4        23.25   0.37
CASP12  T0886TS067_5        23.25   0.37
CASP12  T0886TS396_5        23.25   0.37
CASP12  T0886TS325_3_1      23.25   0.34
CASP12  T0886TS417_3        23.25   0.37
CASP12  T0886TS324_3        23.25   0.33
CASP12  T0886TS393_1        23.04   0.37
CASP12  T0886TS005_3        22.71   0.34
CASP12  T0886TS384_5        22.71   0.34
CASP12  T0886TS479_4        22.60   0.31
CASP12  T0886TS417_5        22.60   0.31
CASP12  T0886TS213_5        22.38   0.31
CASP12  T0886TS270_5        22.38   0.31
CASP12  T0886TS302_5        22.38   0.31
CASP12  T0886TS042_5        22.38   0.31
CASP12  T0886TS089_5        22.38   0.31
CASP12  T0886TS066_5        22.38   0.31
CASP12  T0886TS450_2        22.38   0.30
CASP12  T0886TS095_5        22.38   0.31
CASP12  T0886TS451_2        22.27   0.40
CASP12  T0886TS384_4        22.16   0.40
CASP12  T0886TS451_1        22.16   0.37
CASP12  T0886TS479_2        22.16   0.35
CASP12  T0886TS417_2        22.16   0.35
CASP12  T0886TS179_3        22.16   0.31
CASP12  T0886TS320_3        22.16   0.35
CASP12  T0886TS498_3        22.16   0.35
CASP12  T0886TS005_1        21.83   0.40
CASP12  T0886TS004_4        21.83   0.40
CASP12  T0886TS073_1        21.51   0.30
CASP12  T0886TS004_5        20.96   0.30
CASP12  T0886TS004_2        20.85   0.29
CASP12  T0886TS179_2        20.74   0.32
CASP12  T0886TS393_5        20.74   0.32
CASP12  T0886TS303_4        20.74   0.30
CASP12  T0886TS303_5        20.74   0.33
CASP12  T0886TS439_2        20.63   0.33
CASP12  T0886TS251_2        20.63   0.40
CASP12  T0886TS324_2        20.63   0.33
CASP12  T0886TS183_3        20.52   0.30
CASP12  T0886TS396_2        20.52   0.32
CASP12  T0886TS239_4        20.52   0.32
CASP12  T0886TS179_4        20.41   0.30
CASP12  T0886TS183_1        20.41   0.32
CASP12  T0886TS363_4        20.41   0.32
CASP12  T0886TS486_1        20.41   0.32
CASP12  T0886TS114_3        20.41   0.32
CASP12  T0886TS203_5        20.41   0.32
CASP12  T0886TS067_4        20.41   0.32
CASP12  T0886TS320_4        20.41   0.32
CASP12  T0886TS498_5        20.41   0.32
CASP12  T0886TS393_4        20.41   0.30
CASP12  T0886TS324_4        20.31   0.29
CASP12  T0886TS363_1        20.31   0.30
CASP12  T0886TS042_2        20.31   0.28
CASP12  T0886TS320_5        20.31   0.28
CASP12  T0886TS432_5        20.31   0.30
CASP12  T0886TS114_2        20.31   0.30
CASP12  T0886TS183_2        20.31   0.28
CASP12  T0886TS179_5        20.20   0.29
CASP12  T0886TS073_5        20.09   0.36
CASP12  T0886TS443_2        20.09   0.30
CASP12  T0886TS451_3        19.98   0.36
CASP12  T0886TS060_4        19.65   0.38
CASP12  T0886TS486_4        19.54   0.29
CASP12  T0886TS005_4        19.43   0.32
CASP12  T0886TS384_1        19.43   0.33
CASP12  T0886TS443_5        19.32   0.25
CASP12  T0886TS443_3        19.32   0.26
CASP12  T0886TS126_3_1      19.21   0.27
CASP12  T0886TS443_1        19.11   0.25
CASP12  T0886TS451_4        19.00   0.33
CASP12  T0886TS443_4        19.00   0.26
CASP12  T0886TS451_5        18.78   0.33
CASP12  T0886TS073_2        18.56   0.30
CASP12  T0886TS126_4_1      18.12   0.27
CASP12  T0886TS089_4        17.47   0.31
CASP12  T0886TS302_4        17.47   0.31
CASP12  T0886TS095_4        17.47   0.31
CASP12  T0886TS479_5        17.47   0.31
CASP12  T0886TS213_4        17.47   0.31
CASP12  T0886TS270_4        17.47   0.31
CASP12  T0886TS066_4        17.47   0.31
CASP12  T0886TS439_5        17.36   0.23
CASP12  T0886TS183_5        17.36   0.25
CASP12  T0886TS417_4        17.36   0.25
CASP12  T0886TS320_2        17.36   0.25
CASP12  T0886TS396_4        17.36   0.25
CASP12  T0886TS498_1        17.36   0.25
CASP12  T0886TS079_5        17.36   0.25
CASP12  T0886TS432_1        17.25   0.23
CASP12  T0886TS345_2        17.25   0.34
CASP12  T0886TS126_5_1      16.05   0.24
CASP12  T0886TS432_3        15.94   0.26
CASP12  T0886TS439_4        15.94   0.26
CASP12  T0886TS126_1_1      15.94   0.24
CASP12  T0886TS236_5        15.39   0.24
CASP12  T0886TS432_4        15.28   0.26
CASP12  T0886TS011_5        14.52   0.26
CASP12  T0886TS486_2        14.52   0.27
CASP12  T0886TS411_3        14.41   0.21
CASP12  T0886TS439_3        14.19   0.29
CASP12  T0886TS434_3        14.19   0.25
CASP12  T0886TS011_4        14.08   0.22
CASP12  T0886TS382_1        14.08   0.30
CASP12  T0886TS363_5        14.08   0.30
CASP12  T0886TS382_2        14.08   0.22
CASP12  T0886TS382_4        14.08   0.25
CASP12  T0886TS405_4        13.97   0.31
CASP12  T0886TS073_3        13.76   0.31
CASP12  T0886TS126_2_1      13.76   0.22
CASP12  T0886TS467_1        13.65   0.25
CASP12  T0886TS060_3        13.54   0.27
CASP12  T0886TS382_3        13.43   0.29
CASP12  T0886TS042_4        13.32   0.29
CASP12  T0886TS180_5        13.10   0.25
CASP12  T0886TS382_5        12.99   0.27
CASP12  T0886TS114_4        12.99   0.27
CASP12  T0886TS363_2        12.99   0.27
CASP12  T0886TS028_4        12.88   0.19
CASP12  T0886TS407_3        12.77   0.29
CASP12  T0886TS060_5        12.77   0.24
CASP12  T0886TS300_1        12.77   0.22
CASP12  T0886TS405_2        12.66   0.27
CASP12  T0886TS432_2        12.66   0.21
CASP12  T0886TS405_3        12.66   0.27
CASP12  T0886TS064_1_2      12.55   0.24
CASP12  T0886TS079_3        12.55   0.20
CASP12  T0886TS028_3        12.55   0.20
CASP12  T0886TS441_3_2      12.45   0.20
CASP12  T0886TS028_5        12.34   0.19
CASP12  T0886TS028_2        12.34   0.20
CASP12  T0886TS232_5        12.23   0.31
CASP12  T0886TS236_3        12.23   0.24
CASP12  T0886TS101_1        12.23   0.27
CASP12  T0886TS287_1        12.23   0.26
CASP12  T0886TS287_3        12.23   0.24
CASP12  T0886TS092_1        12.23   0.31
CASP12  T0886TS048_1        12.23   0.31
CASP12  T0886TS342_1        12.23   0.31
CASP12  T0886TS203_3        12.23   0.31
CASP12  T0886TS444_3        12.23   0.27
CASP12  T0886TS101_4        12.12   0.25
CASP12  T0886TS028_1        12.12   0.19
CASP12  T0886TS251_1        12.01   0.29
CASP12  T0886TS060_2        12.01   0.29
CASP12  T0886TS180_4        12.01   0.24
CASP12  T0886TS173_2_2      11.90   0.21
CASP12  T0886TS486_3        11.90   0.26
CASP12  T0886TS405_1        11.90   0.26
CASP12  T0886TS067_1        11.79   0.30
CASP12  T0886TS434_2        11.79   0.27
CASP12  T0886TS452_3        11.79   0.30
CASP12  T0886TS420_1        11.79   0.30
CASP12  T0886TS302_3        11.68   0.30
CASP12  T0886TS066_3        11.68   0.30
CASP12  T0886TS213_3        11.68   0.30
CASP12  T0886TS270_3        11.68   0.30
CASP12  T0886TS095_3        11.68   0.30
CASP12  T0886TS016_1        11.68   0.27
CASP12  T0886TS089_3        11.68   0.30
CASP12  T0886TS434_5        11.68   0.23
CASP12  T0886TS441_4_2      11.57   0.24
CASP12  T0886TS182_2        11.57   0.27
CASP12  T0886TS188_2        11.57   0.23
CASP12  T0886TS188_3        11.57   0.24
CASP12  T0886TS171_2        11.57   0.26
CASP12  T0886TS300_4        11.46   0.26
CASP12  T0886TS243_1        11.46   0.24
CASP12  T0886TS060_1        11.46   0.27
CASP12  T0886TS243_4        11.46   0.25
CASP12  T0886TS441_1_2      11.46   0.20
CASP12  T0886TS407_2        11.46   0.25
CASP12  T0886TS243_5        11.46   0.24
CASP12  T0886TS173_4_2      11.46   0.20
CASP12  T0886TS243_2        11.46   0.24
CASP12  T0886TS023_4        11.35   0.26
CASP12  T0886TS243_3        11.35   0.24
CASP12  T0886TS325_1_2      11.35   0.22
CASP12  T0886TS019_2        11.35   0.29
CASP12  T0886TS023_5        11.24   0.26
CASP12  T0886TS407_1        11.24   0.29
CASP12  T0886TS467_4        11.24   0.27
CASP12  T0886TS420_5        11.24   0.27
CASP12  T0886TS207_2        11.24   0.21
CASP12  T0886TS207_4        11.24   0.24
CASP12  T0886TS126_5_2      11.24   0.23
CASP12  T0886TS126_4_2      11.24   0.21
CASP12  T0886TS345_3        11.24   0.31
CASP12  T0886TS023_1        11.24   0.26
CASP12  T0886TS399_5        11.24   0.24
CASP12  T0886TS399_1        11.24   0.23
CASP12  T0886TS188_4        11.13   0.24
CASP12  T0886TS126_1_2      11.13   0.20
CASP12  T0886TS023_3        11.13   0.26
CASP12  T0886TS446_1        11.13   0.25
CASP12  T0886TS399_2        11.13   0.28
CASP12  T0886TS145_1        11.13   0.29
CASP12  T0886TS474_1_1      11.03   0.21
CASP12  T0886TS425_2        11.03   0.28
CASP12  T0886TS173_1_2      11.03   0.24
CASP12  T0886TS444_1        11.03   0.27
CASP12  T0886TS444_2        11.03   0.25
CASP12  T0886TS232_2        11.03   0.27
CASP12  T0886TS023_2        11.03   0.25
CASP12  T0886TS207_5        11.03   0.20
CASP12  T0886TS434_4        10.92   0.29
CASP12  T0886TS483_1        10.92   0.29
CASP12  T0886TS467_2        10.81   0.27
CASP12  T0886TS446_2        10.81   0.21
CASP12  T0886TS421_1        10.81   0.25
CASP12  T0886TS236_1        10.81   0.24
CASP12  T0886TS483_4        10.81   0.32
CASP12  T0886TS325_3_2      10.81   0.25
CASP12  T0886TS287_2        10.81   0.24
CASP12  T0886TS236_2        10.81   0.24
CASP12  T0886TS207_1        10.81   0.22
CASP12  T0886TS483_3        10.70   0.30
CASP12  T0886TS188_5        10.70   0.24
CASP12  T0886TS399_4        10.70   0.26
CASP12  T0886TS399_3        10.70   0.21
CASP12  T0886TS425_1        10.70   0.27
CASP12  T0886TS040_3        10.59   0.27
CASP12  T0886TS444_5        10.59   0.28
CASP12  T0886TS489_1        10.59   0.31
CASP12  T0886TS077_1        10.59   0.26
CASP12  T0886TS101_2        10.48   0.23
CASP12  T0886TS173_5_2      10.48   0.20
CASP12  T0886TS441_2_2      10.48   0.22
CASP12  T0886TS077_4        10.48   0.27
CASP12  T0886TS474_1_2      10.48   0.22
CASP12  T0886TS300_5        10.48   0.25
CASP12  T0886TS464_4        10.48   0.21
CASP12  T0886TS380_2        10.48   0.23
CASP12  T0886TS380_4        10.48   0.23
CASP12  T0886TS026_2        10.48   0.23
CASP12  T0886TS026_4        10.48   0.23
CASP12  T0886TS040_4        10.48   0.27
CASP12  T0886TS077_2        10.37   0.26
CASP12  T0886TS077_5        10.37   0.28
CASP12  T0886TS425_3        10.37   0.25
CASP12  T0886TS171_1        10.37   0.26
CASP12  T0886TS258_3        10.37   0.28
CASP12  T0886TS040_1        10.37   0.22
CASP12  T0886TS464_5        10.37   0.16
CASP12  T0886TS300_2        10.26   0.26
CASP12  T0886TS077_3        10.26   0.27
CASP12  T0886TS001_1        10.26   0.21
CASP12  T0886TS101_5        10.26   0.29
CASP12  T0886TS434_1        10.15   0.24
CASP12  T0886TS182_1        10.15   0.30
CASP12  T0886TS258_1        10.15   0.28
CASP12  T0886TS357_2        10.15   0.26
CASP12  T0886TS425_4        10.15   0.29
CASP12  T0886TS446_5        10.15   0.18
CASP12  T0886TS425_5        10.15   0.25
CASP12  T0886TS357_4        10.15   0.23
CASP12  T0886TS162_1        10.15   0.27
CASP12  T0886TS162_5        10.15   0.30
CASP12  T0886TS101_3        10.04   0.26
CASP12  T0886TS180_3        10.04   0.25
CASP12  T0886TS089_2        10.04   0.26
CASP12  T0886TS162_4        10.04   0.27
CASP12  T0886TS357_1        10.04   0.26
CASP12  T0886TS095_2        10.04   0.26
CASP12  T0886TS441_5_2      10.04   0.21
CASP12  T0886TS302_2        10.04   0.26
CASP12  T0886TS213_2        10.04   0.26
CASP12  T0886TS066_2        10.04   0.26
CASP12  T0886TS270_2        10.04   0.26
CASP12  T0886TS258_4        10.04   0.28
CASP12  T0886TS182_5        9.93    0.28
CASP12  T0886TS325_2_2      9.93    0.20
CASP12  T0886TS357_5        9.93    0.22
CASP12  T0886TS145_5        9.93    0.24
CASP12  T0886TS126_2_2      9.93    0.22
CASP12  T0886TS040_5        9.93    0.24
CASP12  T0886TS180_2        9.93    0.28
CASP12  T0886TS258_2        9.82    0.25
CASP12  T0886TS102_1        9.82    0.24
CASP12  T0886TS173_3_2      9.82    0.22
CASP12  T0886TS251_3        9.82    0.23
CASP12  T0886TS357_3        9.82    0.24
CASP12  T0886TS325_4_2      9.82    0.21
CASP12  T0886TS325_5_2      9.82    0.21
CASP12  T0886TS251_5        9.82    0.27
CASP12  T0886TS452_4        9.82    0.26
CASP12  T0886TS313_3        9.72    0.22
CASP12  T0886TS119_1        9.72    0.24
CASP12  T0886TS079_4        9.72    0.24
CASP12  T0886TS250_4        9.72    0.23
CASP12  T0886TS474_2        9.72    0.24
CASP12  T0886TS349_1        9.72    0.24
CASP12  T0886TS321_1        9.72    0.25
CASP12  T0886TS483_5        9.72    0.28
CASP12  T0886TS180_1        9.61    0.31
CASP12  T0886TS321_5        9.61    0.29
CASP12  T0886TS321_2        9.61    0.26
CASP12  T0886TS313_1        9.61    0.21
CASP12  T0886TS145_3        9.61    0.24
CASP12  T0886TS321_3        9.61    0.25
CASP12  T0886TS046_2        9.61    0.25
CASP12  T0886TS040_2        9.61    0.29
CASP12  T0886TS455_1        9.50    0.30
CASP12  T0886TS446_4        9.50    0.22
CASP12  T0886TS182_4        9.50    0.27
CASP12  T0886TS232_3        9.50    0.25
CASP12  T0886TS313_5        9.50    0.22
CASP12  T0886TS126_3_2      9.50    0.21
CASP12  T0886TS313_4        9.50    0.22
CASP12  T0886TS464_2        9.50    0.26
CASP12  T0886TS300_3        9.50    0.24
CASP12  T0886TS483_2        9.50    0.28
CASP12  T0886TS313_2        9.50    0.24
CASP12  T0886TS467_3        9.50    0.25
CASP12  T0886TS251_4        9.50    0.27
CASP12  T0886TS421_5        9.39    0.19
CASP12  T0886TS019_1        9.39    0.27
CASP12  T0886TS182_3        9.39    0.29
CASP12  T0886TS046_1        9.39    0.25
CASP12  T0886TS407_4        9.39    0.24
CASP12  T0886TS405_5        9.39    0.25
CASP12  T0886TS250_2        9.39    0.27
CASP12  T0886TS250_3        9.28    0.23
CASP12  T0886TS421_3        9.28    0.25
CASP12  T0886TS446_3        9.28    0.19
CASP12  T0886TS359_5        9.28    0.26
CASP12  T0886TS345_5        9.28    0.29
CASP12  T0886TS102_2        9.17    0.24
CASP12  T0886TS102_3        9.17    0.24
CASP12  T0886TS102_4        9.17    0.24
CASP12  T0886TS026_5        9.17    0.24
CASP12  T0886TS102_5        9.17    0.24
CASP12  T0886TS188_1        9.17    0.28
CASP12  T0886TS026_3        9.17    0.24
CASP12  T0886TS380_5        9.17    0.24
CASP12  T0886TS207_3        9.17    0.24
CASP12  T0886TS380_3        9.17    0.24
CASP12  T0886TS380_1        9.17    0.28
CASP12  T0886TS026_1        9.17    0.28
CASP12  T0886TS464_1        9.06    0.25
CASP12  T0886TS166_1        9.06    0.23
CASP12  T0886TS079_1        9.06    0.23
CASP12  T0886TS302_1        8.95    0.30
CASP12  T0886TS145_2        8.95    0.25
CASP12  T0886TS359_3        8.95    0.27
CASP12  T0886TS452_5        8.95    0.31
CASP12  T0886TS359_4        8.95    0.27
CASP12  T0886TS444_4        8.95    0.21
CASP12  T0886TS089_1        8.95    0.30
CASP12  T0886TS066_1        8.95    0.30
CASP12  T0886TS270_1        8.95    0.30
CASP12  T0886TS213_1        8.95    0.30
CASP12  T0886TS095_1        8.95    0.30
CASP12  T0886TS480_3        8.84    0.34
CASP12  T0886TS321_4        8.84    0.19
CASP12  T0886TS359_1        8.84    0.28
CASP12  T0886TS359_2        8.84    0.28
CASP12  T0886TS250_5        8.84    0.23
CASP12  T0886TS079_2        8.84    0.28
CASP12  T0886TS345_1        8.73    0.22
CASP12  T0886TS420_4        8.73    0.28
CASP12  T0886TS467_5        8.73    0.28
CASP12  T0886TS250_1        8.62    0.25
CASP12  T0886TS455_4        8.62    0.27
